Id,SalePrice
1461,105313.3364078343
1462,149451.09365035483
1463,166956.79345304237
1464,180798.7633287119
1465,188937.9713232561
1466,172688.7242112589
1467,188795.86634105697
1468,160017.38864879683
1469,201422.46790714253
1470,109535.61930357854
1471,197123.50722288672
1472,101756.4827053983
1473,87367.23689972296
1474,146643.60008172845
1475,107427.05852566908
1476,346790.35527994926
1477,240124.7591694918
1478,304707.85392856377
1479,298081.24638482777
1480,423283.3309801655
1481,275836.8416322718
1482,212528.3923683721
1483,177950.70677627425
1484,167643.10120980183
1485,197782.30874722375
1486,207471.22667754875
1487,295139.5646949547
1488,236686.65341686617
1489,188208.09585493698
1490,243031.45794986695
1491,214544.25130934114
1492,90976.02303311777
1493,199791.62703508107
1494,289630.2291115804
1495,268187.84322793473
1496,247414.18628018763
1497,171446.88210013832
1498,171576.27042949226
1499,166114.38933733653
1500,159442.70547974503
1501,203229.74450765373
1502,149630.64914871307
1503,280186.041695956
1504,242342.11988527374
1505,221696.15204658604
1506,194997.74491934438
1507,247904.88323243425
1508,207441.2813875372
1509,150038.97618206753
1510,130973.17804934128
1511,155424.88360333804
1512,178211.15532645432
1513,154268.7922975496
1514,138267.02215779002
1515,210536.0674817972
1516,169530.5919775063
1517,166256.37583634903
1518,119838.62606355266
1519,229849.54626521218
1520,128923.34338115386
1521,119664.63309672277
1522,192667.5729728005
1523,97637.81643530383
1524,126705.68482938813
1525,95126.62297698522
1526,86194.10872075919
1527,91524.92586325141
1528,147225.5012238234
1529,136520.00153444547
1530,199492.40955784064
1531,148512.07374962536
1532,107227.14541956935
1533,168516.13126756443
1534,153353.34929408788
1535,160231.50218749154
1536,110860.4808375264
1537,40872.283781965845
1538,164100.065879417
1539,236682.1859657733
1540,112087.29842676634
1541,142470.63743138258
1542,143834.39972921959
1543,186775.944142689
1544,89417.80063887742
1545,110648.49516288847
1546,139412.90993721026
1547,149748.39226815134
1548,130804.12165271367
1549,106873.95181562795
1550,132995.38990588888
1551,137382.20937911
1552,147190.33822875266
1553,157783.70963537664
1554,120375.77571637601
1555,161438.60695583367
1556,76063.69647937149
1557,108076.73494547636
1558,117631.44091713679
1559,76279.49176715034
1560,134155.67643564014
1561,152701.6966729666
1562,135505.3041415374
1563,119109.48088988801
1564,161880.90202512627
1565,134459.11401877453
1566,238403.85104358778
1567,81502.62035969921
1568,234402.83484351257
1569,130137.8109382111
1570,143173.97784986213
1571,98123.50799647174
1572,137581.19949020678
1573,254656.79789454443
1574,110148.8450732849
1575,233287.38690349253
1576,243264.01128919696
1577,192779.75204985632
1578,156978.49347551158
1579,121688.05433936822
1580,193254.98764007684
1581,161168.59878009575
1582,124444.52079927741
1583,286423.5419927526
1584,223990.73645621413
1585,152603.03116948542
1586,45202.16259203252
1587,105319.52466701034
1588,152093.41282586046
1589,102957.32085700483
1590,131221.06681256712
1591,66361.98359477213
1592,141111.1227491521
1593,129360.02788186207
1594,150526.3910683386
1595,109034.23984320869
1596,222741.84720085497
1597,164704.61681476506
1598,190832.7034285517
1599,188493.91389401656
1600,185535.03014866394
1601,30406.106648037356
1602,116148.03361155977
1603,62202.00163154026
1604,272703.3812834855
1605,247223.38848560362
1606,163397.21373548656
1607,163890.75132177066
1608,226921.23495482956
1609,193750.10196691862
1610,149244.1036414822
1611,132508.92490939467
1612,190011.36356028565
1613,160277.07150580053
1614,136937.0180207224
1615,72765.96685973783
1616,49312.60445452333
1617,67905.20721691452
1618,110169.87148227761
1619,152827.06932100534
1620,155776.00958487485
1621,134060.48956560204
1622,156582.67829841896
1623,265254.53483426326
1624,211878.8561223652
1625,119194.53109124707
1626,179113.5187289899
1627,182006.12818912344
1628,277081.41488350416
1629,176523.7298595217
1630,324549.03167326766
1631,210903.7671412417
1632,225111.5468760097
1633,182278.3375476622
1634,188487.56845214122
1635,189673.29924562815
1636,161440.28697074673
1637,193510.98514085737
1638,202934.93560658302
1639,176668.54070046567
1640,264375.7117863315
1641,183265.0367245875
1642,255825.31796152104
1643,221780.7710676848
1644,231456.75922165278
1645,237221.47627828096
1646,167495.42265190423
1647,160538.61215467527
1648,130541.5464370085
1649,141999.6562578866
1650,101090.68798011336
1651,107074.52384401509
1652,104053.14231763185
1653,103550.02112880867
1654,145774.4383820394
1655,144007.02583406703
1656,139764.83580343085
1657,147754.77258305225
1658,149486.86244504259
1659,109291.9379518666
1660,152203.5893862903
1661,412470.9517985338
1662,339973.6946409306
1663,371739.02965580556
1664,433651.8693445631
1665,319699.37380729197
1666,298063.74139580666
1667,345204.72189834784
1668,351593.34230083565
1669,314297.058423997
1670,343094.6900934108
1671,256994.1271985223
1672,382572.13222909614
1673,281239.96777613484
1674,249146.02486230354
1675,207739.4617897925
1676,210277.4538905714
1677,209642.15184122178
1678,418510.3702995871
1679,346143.2923825837
1680,319394.0754157604
1681,279642.6284427332
1682,289087.42737976054
1683,191228.31828434556
1684,189002.11134010146
1685,196499.13817481778
1686,174547.64075954843
1687,185074.82227113933
1688,204057.67207047547
1689,208727.65187537417
1690,212206.37120937984
1691,202473.84222790704
1692,273450.2986048636
1693,185098.34106640375
1694,182836.08021416757
1695,165032.5338449174
1696,266132.57222470286
1697,162481.60387624503
1698,305367.3054663153
1699,319003.2279585841
1700,242061.2195722715
1701,270695.8671274701
1702,249457.18551193617
1703,240982.4214469191
1704,280543.8551203302
1705,272192.9404317059
1706,384513.05098071566
1707,218633.81343422903
1708,206549.99894996226
1709,263053.85996040935
1710,230047.70288079724
1711,280080.73113105365
1712,251956.70979302074
1713,270315.61432372255
1714,224426.6469786357
1715,212931.39164306916
1716,182865.48225254967
1717,186907.0442846244
1718,134802.4734431682
1719,218819.2549771313
1720,270760.4144047485
1721,178348.93313506566
1722,124537.007488409
1723,163368.32221920596
1724,213917.58838209236
1725,243476.2245987324
1726,198690.99041731426
1727,156274.94838906184
1728,199431.20962759329
1729,160956.82513857938
1730,162776.18157335566
1731,132510.49600442933
1732,120633.49357430828
1733,104416.65341208293
1734,115691.40759196151
1735,146515.34277748366
1736,103791.4986816981
1737,284848.4692887891
1738,235245.2084351811
1739,262439.05745934305
1740,205617.60071704397
1741,191766.3289596637
1742,183911.62245112276
1743,189844.70513726657
1744,322420.42665375466
1745,220939.1097408314
1746,208768.8730598132
1747,217334.8720347804
1748,225866.99700532
1749,162706.79578772388
1750,139837.18708565098
1751,260537.53190466188
1752,109161.51994417986
1753,152136.41793176087
1754,202761.57833944756
1755,183973.2155327808
1756,132899.8120938138
1757,109813.41963754017
1758,146086.30845591775
1759,155295.44060390425
1760,163856.79881082432
1761,152835.40028855542
1762,175606.70682156621
1763,181683.5102106497
1764,100608.97928781604
1765,183584.19500769817
1766,188227.41148522732
1767,227094.95876072304
1768,141288.37261781856
1769,170839.39834389667
1770,170755.94043974538
1771,107397.95338070896
1772,142441.68773376988
1773,112867.98184300096
1774,140754.5028611306
1775,143195.8669988483
1776,132200.46090847964
1777,114819.27840609496
1778,151961.87344333282
1779,121801.04324035291
1780,180263.23711431245
1781,116821.52022277226
1782,64348.60882998102
1783,137802.09514768046
1784,114583.93860761421
1785,137511.4479643932
1786,140362.21056764526
1787,182663.55937786447
1788,78565.01639890113
1789,104821.5683288712
1790,49728.4241404435
1791,205957.979107335
1792,157500.22670032913
1793,139963.47912473563
1794,178943.00241490896
1795,136183.3802657826
1796,152579.0368202229
1797,138723.3342728349
1798,112390.94570798555
1799,96012.5089728069
1800,127837.92217306397
1801,113989.21092712655
1802,138291.5183161464
1803,158248.5941132499
1804,141425.64897952066
1805,142314.83901419144
1806,135190.10169494906
1807,164060.61834901
1808,128077.91373664842
1809,120249.24338608712
1810,144608.8397321855
1811,133205.53785488667
1812,121792.19226632951
1813,122712.20592489807
1814,101081.79503468437
1815,31008.36807191797
1816,122389.96884878562
1817,133573.378326936
1818,192383.34045838134
1819,143839.50960473315
1820,55967.82801629086
